;name;layer_key;kernel_index;layer_index;n_bits_flipped;bit_disrupted;q_aware_test_accuracy;q_aware_test_acc_degradation;q_aware_test_loss
;model-original;;;;;;(0.9114999771118164, 0.9117);;(0.2890910804271698, 0.3396423)
109;7_20230518 16:34:49;quant_conv2d;1;2;5;31;0.8999000191688538;-0.011699974536895752;0.3227625787258148
110;7_20230518 16:34:53;quant_conv2d;1;2;6;15;0.900600016117096;-0.010999977588653564;0.3313682973384857
111;7_20230518 16:34:57;quant_conv2d;1;2;7;7;0.8985000252723694;-0.013099968433380127;0.33261600136756897
112;7_20230518 16:35:01;quant_conv2d;1;2;8;31;0.8960999846458435;-0.015500009059906006;0.3480532765388489
113;7_20230518 16:35:05;quant_conv2d;1;2;9;7;0.8949999809265137;-0.01660001277923584;0.3478528559207916
114;7_20230518 16:35:11;quant_conv2d;1;2;10;7;0.8956999778747559;-0.015900015830993652;0.3589248061180115
115;7_20230518 16:35:15;quant_conv2d;1;2;11;15;0.8895999789237976;-0.022000014781951904;0.36222052574157715
116;7_20230518 16:35:20;quant_conv2d;1;2;12;23;0.8873999714851379;-0.024200022220611572;0.38244107365608215
117;7_20230518 16:35:26;quant_conv2d;1;2;13;23;0.887499988079071;-0.024100005626678467;0.3808867931365967
118;7_20230518 16:35:31;quant_conv2d;1;2;14;15;0.8888000249862671;-0.022799968719482422;0.3709431290626526
119;7_20230518 16:35:37;quant_conv2d;1;2;15;15;0.8860999941825867;-0.025499999523162842;0.38874703645706177
120;8_20230518 16:35:39;quant_conv2d;1;2;1;23;0.9092000126838684;-0.0023999810218811035;0.29650798439979553
121;8_20230518 16:35:42;quant_conv2d;1;2;2;31;0.9071999788284302;-0.004400014877319336;0.30832040309906006
122;8_20230518 16:35:48;quant_conv2d;1;2;3;7;0.906499981880188;-0.0051000118255615234;0.31161680817604065
123;8_20230518 16:35:51;quant_conv2d;1;2;4;7;0.9036999940872192;-0.007899999618530273;0.32015830278396606
124;8_20230518 16:35:55;quant_conv2d;1;2;5;7;0.9039000272750854;-0.0076999664306640625;0.32608118653297424
125;8_20230518 16:35:59;quant_conv2d;1;2;6;23;0.8996000289916992;-0.011999964714050293;0.3321555554866791
126;8_20230518 16:36:03;quant_conv2d;1;2;7;23;0.8968999981880188;-0.014699995517730713;0.33800992369651794
127;8_20230518 16:36:07;quant_conv2d;1;2;8;15;0.8974999785423279;-0.01410001516342163;0.34691691398620605
128;8_20230518 16:36:11;quant_conv2d;1;2;9;7;0.8939999938011169;-0.01759999990463257;0.35230425000190735
